rank,N,W,MIN_POP_PCT,LAM,n_stations,direct_demand,max_demand,direct_pct_of_max,feasible,captured_demand,captured_pct_of_max,improvement_pct,current_captured,direct_improvement_pct,current_direct_demand
1,130,0.8,90,0.3,130,440097.0,2261192.0,19.46,False,1796960.8755,95.5,8.7,1653793.0999,34.8,326375.0
2,130,0.6,90,0.3,130,439166.0,2261192.0,19.42,False,1792322.6089,95.26,8.4,1653793.0999,34.6,326375.0
3,130,1.0,90,0.5,130,432334.0,2261192.0,19.12,False,1792886.4378,95.29,8.4,1653793.0999,32.5,326375.0
4,130,0.6,85,0.3,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
5,130,0.6,85,0.5,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
6,130,0.6,80,0.3,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
7,130,0.6,80,0.5,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
8,130,0.6,75,0.5,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
9,130,0.6,75,0.3,130,424582.0,2261192.0,18.78,True,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
10,130,0.6,90,0.5,130,424582.0,2261192.0,18.78,False,1788687.273,95.06,8.2,1653793.0999,30.1,326375.0
11,130,1.0,85,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
12,130,0.9,85,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
13,130,0.9,75,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
14,130,1.0,75,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
15,130,0.9,80,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
16,130,1.0,80,0.3,130,423254.0,2261192.0,18.72,True,1791429.8375,95.21,8.3,1653793.0999,29.7,326375.0
17,130,0.7,80,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
18,130,0.7,80,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
19,130,0.8,85,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
20,130,0.8,80,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
21,130,0.8,85,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
22,130,0.8,80,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
23,130,0.8,75,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
24,130,0.7,90,0.3,130,421156.0,2261192.0,18.63,False,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
25,130,0.7,85,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
26,130,0.7,85,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
27,130,0.7,75,0.3,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
28,130,0.7,75,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
29,130,0.8,75,0.5,130,421156.0,2261192.0,18.63,True,1791028.1203,95.19,8.3,1653793.0999,29.0,326375.0
30,130,1.0,90,0.3,130,421122.0,2261192.0,18.62,False,1790218.0252,95.15,8.2,1653793.0999,29.0,326375.0
31,130,0.9,90,0.3,130,421122.0,2261192.0,18.62,False,1790218.0252,95.15,8.2,1653793.0999,29.0,326375.0
32,130,0.7,90,0.5,130,420953.0,2261192.0,18.62,False,1790445.1522,95.16,8.3,1653793.0999,29.0,326375.0
33,130,0.8,90,0.5,130,420953.0,2261192.0,18.62,False,1790445.1522,95.16,8.3,1653793.0999,29.0,326375.0
34,130,1.0,75,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
35,130,0.9,90,0.5,130,420875.0,2261192.0,18.61,False,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
36,130,1.0,85,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
37,130,1.0,80,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
38,130,0.9,75,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
39,130,0.9,85,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
40,130,0.9,80,0.5,130,420875.0,2261192.0,18.61,True,1792085.1521,95.24,8.4,1653793.0999,29.0,326375.0
41,125,1.0,90,0.3,125,420782.0,2261192.0,18.61,False,1780696.2377,94.64,7.7,1653793.0999,28.9,326375.0
42,125,0.8,90,0.5,125,420482.0,2261192.0,18.6,True,1783838.6197,94.81,7.9,1653793.0999,28.8,326375.0
43,125,0.9,90,0.5,125,419526.0,2261192.0,18.55,False,1778419.9779,94.52,7.5,1653793.0999,28.5,326375.0
44,125,0.7,90,0.3,125,419278.0,2261192.0,18.54,False,1784191.5101,94.83,7.9,1653793.0999,28.5,326375.0
45,125,0.9,90,0.3,125,417261.0,2261192.0,18.45,True,1787787.4316,95.02,8.1,1653793.0999,27.8,326375.0
46,125,0.9,75,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
47,125,0.9,80,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
48,125,1.0,80,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
49,125,1.0,75,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
50,125,1.0,85,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
51,125,0.9,85,0.3,125,417127.0,2261192.0,18.45,True,1782527.6731,94.74,7.8,1653793.0999,27.8,326375.0
52,125,0.6,90,0.5,125,415274.0,2261192.0,18.37,True,1782060.5399,94.71,7.8,1653793.0999,27.2,326375.0
53,125,0.7,90,0.5,125,413042.0,2261192.0,18.27,True,1778787.1791,94.54,7.6,1653793.0999,26.6,326375.0
54,125,0.6,75,0.3,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
55,125,0.6,85,0.5,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
56,125,0.6,85,0.3,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
57,125,0.6,80,0.3,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
58,125,0.6,75,0.5,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
59,125,0.6,80,0.5,125,411961.0,2261192.0,18.22,True,1776433.6762,94.41,7.4,1653793.0999,26.2,326375.0
60,125,0.7,75,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
61,125,0.7,75,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
62,125,0.7,85,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
63,125,0.8,85,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
64,125,0.7,80,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
65,125,0.8,80,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
66,125,0.8,85,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
67,125,0.8,80,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
68,125,0.8,75,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
69,125,0.7,85,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
70,125,0.8,75,0.5,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
71,125,0.7,80,0.3,125,411226.0,2261192.0,18.19,True,1782303.9629,94.72,7.8,1653793.0999,26.0,326375.0
72,125,1.0,90,0.5,125,410347.0,2261192.0,18.15,False,1780394.8375,94.62,7.7,1653793.0999,25.7,326375.0
73,125,0.9,85,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
74,125,1.0,85,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
75,125,0.9,75,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
76,125,1.0,80,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
77,125,1.0,75,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
78,125,0.9,80,0.5,125,410134.0,2261192.0,18.14,True,1781259.7815,94.67,7.7,1653793.0999,25.7,326375.0
79,120,0.8,85,0.5,120,409715.0,2261192.0,18.12,False,1773307.5427,94.25,7.2,1653793.0999,25.5,326375.0
80,125,0.6,90,0.3,125,409044.0,2261192.0,18.09,False,1783622.9158,94.79,7.9,1653793.0999,25.3,326375.0
81,125,0.8,90,0.3,125,407162.0,2261192.0,18.01,False,1785412.6085,94.89,8.0,1653793.0999,24.8,326375.0
82,120,1.0,90,0.5,120,405489.0,2261192.0,17.93,False,1775928.3219,94.39,7.4,1653793.0999,24.2,326375.0
83,120,0.8,90,0.5,120,404282.0,2261192.0,17.88,True,1771127.1258,94.13,7.1,1653793.0999,23.9,326375.0
84,120,0.7,75,0.3,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
85,120,0.7,75,0.5,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
86,120,0.7,85,0.3,120,400944.0,2261192.0,17.73,False,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
87,120,0.8,80,0.3,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
88,120,0.7,80,0.5,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
89,120,0.8,75,0.5,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
90,120,0.8,75,0.3,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
91,120,0.8,80,0.5,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
92,120,0.7,80,0.3,120,400944.0,2261192.0,17.73,True,1767679.9136,93.95,6.9,1653793.0999,22.8,326375.0
93,120,1.0,80,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
94,120,0.9,80,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
95,120,1.0,75,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
96,120,0.9,85,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
97,120,0.9,75,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
98,120,1.0,85,0.5,120,399871.0,2261192.0,17.68,True,1766365.4535,93.88,6.8,1653793.0999,22.5,326375.0
99,120,1.0,90,0.3,120,399095.0,2261192.0,17.65,False,1770683.9596,94.11,7.1,1653793.0999,22.3,326375.0
100,120,1.0,85,0.3,120,398791.0,2261192.0,17.64,False,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
101,120,1.0,75,0.3,120,398791.0,2261192.0,17.64,True,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
102,120,0.9,75,0.3,120,398791.0,2261192.0,17.64,True,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
103,120,0.9,85,0.3,120,398791.0,2261192.0,17.64,False,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
104,120,1.0,80,0.3,120,398791.0,2261192.0,17.64,True,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
105,120,0.9,80,0.3,120,398791.0,2261192.0,17.64,True,1770091.3603,94.08,7.0,1653793.0999,22.2,326375.0
106,120,0.7,90,0.5,120,397200.0,2261192.0,17.57,False,1771214.9643,94.14,7.1,1653793.0999,21.7,326375.0
107,120,0.8,90,0.3,120,395473.0,2261192.0,17.49,False,1771110.8894,94.13,7.1,1653793.0999,21.2,326375.0
108,120,0.9,90,0.5,120,395465.0,2261192.0,17.49,False,1775755.9189,94.38,7.4,1653793.0999,21.2,326375.0
109,120,0.6,90,0.3,120,394514.0,2261192.0,17.45,False,1775423.8772,94.36,7.4,1653793.0999,20.9,326375.0
110,120,0.6,85,0.5,120,394328.0,2261192.0,17.44,False,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
111,120,0.6,75,0.5,120,394328.0,2261192.0,17.44,True,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
112,120,0.6,75,0.3,120,394328.0,2261192.0,17.44,True,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
113,120,0.6,85,0.3,120,394328.0,2261192.0,17.44,False,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
114,120,0.6,80,0.5,120,394328.0,2261192.0,17.44,True,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
115,120,0.6,80,0.3,120,394328.0,2261192.0,17.44,True,1769351.6045,94.04,7.0,1653793.0999,20.8,326375.0
116,120,0.7,85,0.5,120,393637.0,2261192.0,17.41,True,1766895.8598,93.91,6.8,1653793.0999,20.6,326375.0
117,120,0.7,90,0.3,120,392327.0,2261192.0,17.35,True,1764724.8388,93.79,6.7,1653793.0999,20.2,326375.0
118,120,0.9,90,0.3,120,391124.0,2261192.0,17.3,False,1772327.3239,94.19,7.2,1653793.0999,19.8,326375.0
119,120,0.8,85,0.3,120,390667.0,2261192.0,17.28,True,1771991.1545,94.18,7.1,1653793.0999,19.7,326375.0
120,120,0.6,90,0.5,120,389829.0,2261192.0,17.24,False,1769971.0562,94.07,7.0,1653793.0999,19.4,326375.0
121,115,0.7,90,0.3,115,388211.0,2261192.0,17.17,True,1766117.3428,93.86,6.8,1653793.0999,18.9,326375.0
122,115,0.8,80,0.3,115,383519.0,2261192.0,16.96,True,1757224.3114,93.39,6.3,1653793.0999,17.5,326375.0
123,115,0.8,75,0.3,115,383519.0,2261192.0,16.96,True,1757224.3114,93.39,6.3,1653793.0999,17.5,326375.0
124,115,0.7,85,0.3,115,381008.0,2261192.0,16.85,True,1758497.3877,93.46,6.3,1653793.0999,16.7,326375.0
125,115,0.9,85,0.3,115,379996.0,2261192.0,16.81,True,1762232.6908,93.66,6.6,1653793.0999,16.4,326375.0
126,115,0.9,90,0.5,115,379978.0,2261192.0,16.8,False,1767653.5212,93.95,6.9,1653793.0999,16.4,326375.0
127,115,0.6,85,0.3,115,379327.0,2261192.0,16.78,False,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
128,115,0.6,80,0.3,115,379327.0,2261192.0,16.78,True,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
129,115,0.6,75,0.5,115,379327.0,2261192.0,16.78,True,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
130,115,0.6,85,0.5,115,379327.0,2261192.0,16.78,False,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
131,115,0.6,80,0.5,115,379327.0,2261192.0,16.78,True,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
132,115,0.6,75,0.3,115,379327.0,2261192.0,16.78,True,1758339.3088,93.45,6.3,1653793.0999,16.2,326375.0
133,110,0.8,90,0.3,110,379255.0,2261192.0,16.77,False,1757368.6257,93.4,6.3,1653793.0999,16.2,326375.0
134,115,0.7,90,0.5,115,378825.0,2261192.0,16.75,False,1760944.0079,93.59,6.5,1653793.0999,16.1,326375.0
135,115,1.0,90,0.5,115,378091.0,2261192.0,16.72,True,1766848.686,93.9,6.8,1653793.0999,15.8,326375.0
136,115,0.7,75,0.5,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
137,115,0.8,80,0.5,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
138,115,0.7,80,0.5,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
139,115,0.7,85,0.5,115,377912.0,2261192.0,16.71,False,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
140,115,0.8,75,0.5,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
141,115,0.7,75,0.3,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
142,115,0.8,85,0.5,115,377912.0,2261192.0,16.71,False,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
143,115,0.7,80,0.3,115,377912.0,2261192.0,16.71,True,1752624.0429,93.15,6.0,1653793.0999,15.8,326375.0
144,115,0.8,90,0.3,115,377157.0,2261192.0,16.68,False,1759981.3363,93.54,6.4,1653793.0999,15.6,326375.0
145,115,0.9,80,0.5,115,377079.0,2261192.0,16.68,True,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
146,115,1.0,80,0.5,115,377079.0,2261192.0,16.68,True,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
147,115,0.9,75,0.5,115,377079.0,2261192.0,16.68,True,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
148,115,0.9,85,0.5,115,377079.0,2261192.0,16.68,False,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
149,115,1.0,85,0.5,115,377079.0,2261192.0,16.68,False,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
150,115,1.0,75,0.5,115,377079.0,2261192.0,16.68,True,1751942.9799,93.11,5.9,1653793.0999,15.5,326375.0
151,115,0.9,80,0.3,115,377021.0,2261192.0,16.67,True,1755271.4005,93.29,6.1,1653793.0999,15.5,326375.0
152,115,1.0,85,0.3,115,377021.0,2261192.0,16.67,False,1755271.4005,93.29,6.1,1653793.0999,15.5,326375.0
153,115,1.0,75,0.3,115,377021.0,2261192.0,16.67,True,1755271.4005,93.29,6.1,1653793.0999,15.5,326375.0
154,115,1.0,80,0.3,115,377021.0,2261192.0,16.67,True,1755271.4005,93.29,6.1,1653793.0999,15.5,326375.0
155,115,0.9,75,0.3,115,377021.0,2261192.0,16.67,True,1755271.4005,93.29,6.1,1653793.0999,15.5,326375.0
156,115,0.8,90,0.5,115,376475.0,2261192.0,16.65,False,1763717.2792,93.74,6.6,1653793.0999,15.4,326375.0
157,110,0.9,90,0.3,110,375209.0,2261192.0,16.59,False,1751594.2296,93.09,5.9,1653793.0999,15.0,326375.0
158,115,0.8,85,0.3,115,372983.0,2261192.0,16.49,True,1760250.6098,93.55,6.4,1653793.0999,14.3,326375.0
159,110,0.9,75,0.3,110,372701.0,2261192.0,16.48,True,1748805.1053,92.94,5.7,1653793.0999,14.2,326375.0
160,110,0.9,80,0.3,110,372701.0,2261192.0,16.48,True,1748805.1053,92.94,5.7,1653793.0999,14.2,326375.0
161,110,1.0,75,0.3,110,372701.0,2261192.0,16.48,True,1748805.1053,92.94,5.7,1653793.0999,14.2,326375.0
162,110,1.0,80,0.3,110,372701.0,2261192.0,16.48,True,1748805.1053,92.94,5.7,1653793.0999,14.2,326375.0
163,110,1.0,85,0.3,110,372701.0,2261192.0,16.48,False,1748805.1053,92.94,5.7,1653793.0999,14.2,326375.0
164,115,1.0,90,0.3,115,371467.0,2261192.0,16.43,True,1763293.6665,93.71,6.6,1653793.0999,13.8,326375.0
165,115,0.6,90,0.3,115,369595.0,2261192.0,16.35,False,1759336.473,93.5,6.4,1653793.0999,13.2,326375.0
166,110,0.6,80,0.3,110,368313.0,2261192.0,16.29,True,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
167,110,0.6,80,0.5,110,368313.0,2261192.0,16.29,True,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
168,110,0.6,85,0.3,110,368313.0,2261192.0,16.29,False,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
169,110,0.6,75,0.3,110,368313.0,2261192.0,16.29,True,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
170,110,0.6,85,0.5,110,368313.0,2261192.0,16.29,False,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
171,110,0.6,75,0.5,110,368313.0,2261192.0,16.29,True,1740790.3374,92.52,5.3,1653793.0999,12.8,326375.0
172,115,0.6,90,0.5,115,366964.0,2261192.0,16.23,True,1759188.4726,93.5,6.4,1653793.0999,12.4,326375.0
